"","ID","purchase","s.ahead","d.stay","s.weekd","in.weekd","out.weekd","room","adult","child","minstar","match","s.name","n.search","page","click","time"
"400",400,0,22,1,"Friday","Sunday","Monday",1,2,0,0,266,"",1,1,0,0
"401",401,0,18,5,"Friday","Wednesday","Monday",1,2,0,0,266,"",1,1,0,0
"402",402,0,23,1,"Friday","Sunday","Monday",1,2,0,0,1,"Benczur",1,1,1,0
"403",403,0,74,8,"Wednesday","Monday","Tuesday",1,2,0,40,83,"",2,2,3,289.986944444444
"404",404,0,80,4,"Friday","Tuesday","Saturday",1,1,0,0,266,"",2,2,0,0.0025
"405",405,0,33,9,"Friday","Wednesday","Friday",1,2,0,0,266,"",4,5,7,0.174444444444444
"407",407,0,16,2,"Friday","Monday","Wednesday",1,2,0,0,266,"",3,3,0,0.0286111111111111
"408",408,0,64,3,"Friday","Sunday","Wednesday",1,2,0,0,266,"",2,2,0,0.0341666666666667
"409",409,0,3,15,"Friday","Tuesday","Wednesday",1,1,0,0,266,"",1,1,0,0
"410",410,0,13,3,"Friday","Friday","Monday",1,1,0,0,266,"",4,4,0,0.0355555555555556
"411",411,0,27,1,"Friday","Friday","Saturday",1,2,0,0,266,"",2,2,1,0.00444444444444444
"412",412,0,27,3.04166666666667,"Friday","Friday","Monday",1,2,0,30,162,"",4,4,0,0.443888888888889
"413",413,0,6,2,"Friday","Friday","Sunday",1,2,0,40,82,"",3,3,0,0.0202777777777778
"414",414,0,12,4,"Friday","Thursday","Monday",1,2,0,0,266,"kepminski",3,3,1,0.0247222222222222
"415",415,0,41,2,"Friday","Thursday","Saturday",1,1,0,0,266,"",1,1,0,0
"416",416,1,1,1,"Friday","Sunday","Monday",1,2,0,0,266,"",2,4,5,0.0733333333333333
"418",418,0,37,1,"Friday","Monday","Tuesday",1,2,0,0,266,"",1,1,0,0
"419",419,0,1,2,"Friday","Sunday","Tuesday",1,1,0,0,266,"",3,3,2,1.36472222222222
"420",420,0,5,2,"Friday","Wednesday","Friday",1,1,0,0,266,"",1,1,0,0
"421",421,0,4,2,"Monday","Friday","Sunday",1,2,0,0,266,"hélia",17,18,3,91.0388888888889
"423",423,0,72,1,"Friday","Sunday","Monday",1,1,0,0,0,"",3,4,2,36.3263888888889
"424",424,0,3,4,"Friday","Tuesday","Saturday",1,2,0,0,266,"",4,4,3,0.0622222222222222
"426",426,0,0,2,"Friday","Saturday","Monday",1,3,0,0,266,"",2,3,0,0.0152777777777778
"427",427,0,21,2,"Friday","Friday","Sunday",1,2,0,0,266,"",1,1,0,0
"428",428,0,1,1,"Friday","Sunday","Monday",1,2,0,0,266,"",1,1,0,0
"429",429,1,0,1,"Friday","Saturday","Sunday",1,2,0,0,266,"",7,8,4,69.3183333333333
"430",430,0,16,4.04166666666667,"Monday","Thursday","Monday",1,2,0,0,1,"Corinthia",3,3,1,245.778333333333
"431",431,0,9,1,"Friday","Monday","Tuesday",1,2,0,50,15,"",2,2,0,0.155277777777778
"433",433,0,55,3,"Friday","Thursday","Sunday",1,1,0,0,266,"",1,1,0,0
"434",434,0,18,4,"Friday","Wednesday","Sunday",1,2,0,0,266,"",1,1,0,0
"435",435,0,78,2,"Friday","Saturday","Monday",2,2,0,0,266,"",2,2,1,0.0127777777777778
"436",436,0,33,3,"Friday","Thursday","Sunday",2,2,0,0,266,"",2,2,3,0.00416666666666667
"437",437,1,0,2,"Friday","Saturday","Monday",1,3,0,0,266,"",8,29,7,6.6025
"438",438,0,22,5,"Wednesday","Friday","Wednesday",2,2,0,0,272,"",12,14,7,304.011111111111
"439",439,0,11,4,"Friday","Wednesday","Sunday",1,1,0,0,266,"",2,2,1,0.00777777777777778
"441",441,0,118,4,"Friday","Friday","Tuesday",1,2,0,0,266,"",2,2,0,0.0169444444444444
"443",443,0,17,1,"Friday","Tuesday","Wednesday",1,2,0,0,266,"uhu villa",3,3,1,0.0211111111111111
"446",446,0,35,2,"Friday","Friday","Sunday",1,2,0,0,266,"",1,1,0,0
"447",447,0,13,4,"Friday","Friday","Tuesday",1,2,0,0,266,"",1,1,0,0
"449",449,0,22,1,"Friday","Saturday","Sunday",1,2,0,0,266,"",2,2,0,0.0775
"451",451,0,61,2,"Friday","Thursday","Saturday",1,2,0,0,266,"",2,2,2,0.00388888888888889
"454",454,0,61,1,"Friday","Wednesday","Thursday",1,2,0,50,15,"",3,4,0,0.0630555555555556
"455",455,0,14,3,"Friday","Friday","Monday",1,2,0,0,1,"Mamaison",1,1,0,0
"456",456,0,18,1,"Friday","Tuesday","Wednesday",1,2,0,0,0,"",5,10,15,4.62361111111111
"457",457,0,18,10,"Friday","Tuesday","Friday",1,1,0,0,266,"",2,2,0,0.166111111111111
"458",458,0,3,3,"Friday","Tuesday","Friday",1,1,0,0,266,"",1,1,0,0
"459",459,0,3,1,"Friday","Tuesday","Wednesday",1,1,0,0,266,"",1,1,0,0
"460",460,0,86,3,"Friday","Sunday","Wednesday",2,2,0,0,266,"",2,2,2,0.140833333333333
"461",461,0,36,3,"Friday","Sunday","Wednesday",1,2,0,0,266,"",1,1,1,0
"463",463,0,81,5,"Friday","Wednesday","Monday",1,1,0,0,266,"",1,1,0,0
"466",466,0,1,3,"Friday","Sunday","Wednesday",1,2,0,0,266,"",2,2,0,0.0169444444444444
"468",468,0,11,1,"Friday","Tuesday","Wednesday",1,2,0,0,266,"Hostel Marco Polo",40,40,0,0.944444444444444
"470",470,0,36,4,"Friday","Sunday","Thursday",1,1,0,0,266,"",1,1,0,0
"471",471,0,47,3,"Sunday","Friday","Monday",1,2,0,0,1,"k&K hotel opera",2,2,1,37.9211111111111
"473",473,0,135,1,"Friday","Sunday","Monday",1,2,0,0,266,"",1,1,1,0
"475",475,0,12,3,"Friday","Thursday","Sunday",1,2,0,0,266,"",4,4,0,0.377777777777778
"477",477,0,86,4,"Friday","Monday","Friday",1,2,0,0,266,"",1,1,0,0
"479",479,0,50,4,"Friday","Saturday","Wednesday",2,2,0,0,266,"",2,3,2,0.005
"480",480,0,19,4,"Friday","Thursday","Monday",1,2,0,0,266,"",1,4,2,0
"481",481,0,67,4,"Friday","Tuesday","Saturday",2,1,0,0,266,"Kempinski Corvinus Budapest",1,1,0,0
"483",483,0,50,3,"Friday","Sunday","Wednesday",3,2,0,0,266,"",1,1,0,0
"484",484,0,80,2,"Wednesday","Sunday","Tuesday",3,2,0,0,267,"",6,6,6,237.530833333333
"485",485,0,69,4,"Friday","Thursday","Monday",1,4,0,0,266,"",1,1,0,0
"486",486,0,88,6,"Friday","Wednesday","Tuesday",1,2,0,0,266,"",2,2,0,0.00527777777777778
"488",488,0,39,2,"Friday","Wednesday","Friday",1,1,0,30,645,"",4,4,7,5.82027777777778
"490",490,0,48,2,"Friday","Friday","Sunday",1,2,0,0,266,"",1,1,0,0
"492",492,0,1,1,"Friday","Sunday","Monday",1,1,0,0,43,"art",1,1,1,0
"493",493,0,111,4,"Friday","Friday","Tuesday",1,2,0,0,266,"",1,1,1,0
"494",494,0,51,2,"Friday","Monday","Wednesday",1,3,0,0,266,"",1,1,0,0
"495",495,0,8,7,"Friday","Saturday","Saturday",1,2,0,0,1,"Danubius Hotel Budapest",1,1,1,0
"497",497,0,63,3,"Wednesday","Thursday","Sunday",1,2,0,0,267,"",2,2,1,129.738888888889
"498",498,0,84,6,"Friday","Saturday","Friday",1,2,1,40,82,"",2,2,0,0.0122222222222222
"504",504,0,63,2,"Friday","Saturday","Monday",1,1,0,50,15,"",3,3,1,192.553333333333
"505",505,0,48,1,"Friday","Friday","Saturday",1,2,0,0,266,"ART OTEL",4,4,0,0.0572222222222222
"506",506,0,47,1,"Friday","Thursday","Friday",1,2,0,0,8,"central",3,3,0,68.2311111111111
"507",507,0,49,3,"Friday","Saturday","Tuesday",1,1,0,0,266,"",1,1,1,0
"508",508,0,3,4,"Friday","Monday","Friday",1,2,0,0,266,"",1,1,1,0
"509",509,0,168,4,"Friday","Saturday","Wednesday",1,2,0,0,266,"",1,1,0,0
"514",514,0,40,3,"Friday","Thursday","Sunday",1,2,0,30,162,"",2,2,2,1.43888888888889
"516",516,0,24,4,"Friday","Monday","Friday",1,2,0,0,266,"",1,1,0,0
"517",517,0,98,5,"Friday","Saturday","Thursday",1,2,0,0,1,"Corinthia",1,1,0,0
"518",518,0,20,1,"Friday","Friday","Saturday",1,1,0,0,266,"",1,1,0,0
"519",519,0,14,4,"Friday","Friday","Tuesday",1,2,0,0,266,"kings apartment",1,1,0,0
"520",520,0,4,3,"Friday","Tuesday","Friday",1,2,0,0,266,"mercurebudapestmetropole",7,7,0,0.0475
"521",521,0,35,2,"Friday","Friday","Sunday",1,2,0,0,266,"",1,1,1,0
"522",522,0,5,4,"Friday","Thursday","Monday",1,2,0,0,266,"",1,1,0,0
"523",523,0,50,4,"Saturday","Monday","Friday",1,3,0,0,49,"",19,25,9,249.434444444444
"525",525,0,12,12,"Friday","Thursday","Tuesday",1,1,0,0,266,"",3,5,0,0.0263888888888889
"526",526,0,3,3,"Friday","Tuesday","Friday",1,2,0,0,266,"",2,2,0,0.0922222222222222
"527",527,0,64,3,"Wednesday","Thursday","Sunday",1,2,0,40,83,"",6,8,4,265.098611111111
"528",528,0,11,1,"Friday","Tuesday","Wednesday",1,2,0,0,266,"",6,6,0,0.136666666666667
"529",529,0,168,2,"Friday","Friday","Sunday",1,1,0,0,266,"",1,1,0,0
"531",531,0,48,3,"Friday","Friday","Monday",1,2,0,0,266,"",1,1,0,0
"532",532,0,18,7,"Friday","Wednesday","Wednesday",1,1,0,0,48,"Hotel Charles",2,2,0,0.0113888888888889
"533",533,0,33,2,"Friday","Wednesday","Friday",1,1,0,0,266,"",1,1,0,0
"534",534,0,27,3,"Friday","Thursday","Sunday",1,2,2,0,266,"",3,3,0,0.0480555555555556
"535",535,0,0,1,"Friday","Saturday","Sunday",1,2,0,0,266,"",2,2,1,0.00388888888888889
"536",536,0,8,5,"Friday","Saturday","Thursday",1,2,0,0,1,"Domina inn",2,2,1,0.0177777777777778
"537",537,0,33,3,"Friday","Thursday","Sunday",3,2,0,0,266,"",3,3,0,0.0458333333333333
"538",538,0,7,5,"Friday","Saturday","Thursday",1,2,0,30,162,"",1,1,0,0
"540",540,0,12,9,"Friday","Wednesday","Friday",1,2,0,0,266,"",1,1,0,0
"542",542,0,10,1,"Friday","Monday","Tuesday",1,2,0,0,2,"Starlight Suiten",1,1,0,0
"544",544,0,49,1,"Friday","Friday","Saturday",2,1,0,0,266,"",4,5,1,2.70416666666667
"545",545,0,39,3,"Friday","Tuesday","Friday",1,2,0,40,82,"",5,5,1,0.0655555555555555
"546",546,1,22,2,"Friday","Saturday","Monday",2,2,0,40,82,"",1,2,5,0
"547",547,0,7,3,"Friday","Friday","Monday",1,2,0,40,82,"",2,3,1,0.143055555555556
"548",548,0,21,2,"Friday","Saturday","Monday",1,2,0,30,162,"",1,1,0,0
"549",549,0,15,4,"Friday","Saturday","Wednesday",1,2,0,0,0,"",9,26,0,47.9727777777778
"550",550,0,11,1,"Friday","Wednesday","Thursday",1,2,0,10,169,"",1,2,3,0
"551",551,0,46,3,"Friday","Wednesday","Saturday",2,1,0,0,266,"",1,2,3,0
"552",552,0,19,2,"Sunday","Saturday","Monday",1,2,0,30,163,"",3,3,1,54.1133333333333
"553",553,0,31,3,"Friday","Tuesday","Friday",1,2,0,0,266,"",9,11,6,0.963055555555556
"555",555,0,18,1,"Friday","Wednesday","Thursday",1,2,0,40,82,"",3,3,1,1.09444444444444
"556",556,0,119,3,"Friday","Friday","Monday",1,2,0,40,82,"",3,6,8,1.15972222222222
"557",557,0,88,5,"Friday","Tuesday","Sunday",1,2,0,0,266,"",2,2,0,0.0133333333333333
"558",558,0,7,3,"Friday","Friday","Monday",1,2,0,40,82,"",1,1,3,0
"559",559,0,7,1,"Friday","Saturday","Sunday",3,2,0,0,266,"",3,4,1,0.0405555555555556
"560",560,1,26,1,"Friday","Wednesday","Thursday",3,1,0,40,82,"",2,3,3,0.0386111111111111
"562",562,0,55,2,"Friday","Friday","Sunday",1,2,0,0,266,"",2,2,0,0.04
"565",565,0,160,2,"Friday","Friday","Sunday",1,2,0,0,266,"",1,1,0,0
"567",567,1,5,2,"Friday","Thursday","Saturday",1,2,0,0,266,"",14,15,3,88.7016666666667
"569",569,0,21,2,"Friday","Saturday","Monday",1,2,0,40,82,"",1,1,0,0
"574",574,0,45,1,"Monday","Thursday","Friday",1,2,0,0,8,"central",6,6,5,168.171111111111
"575",575,0,14,3,"Friday","Saturday","Tuesday",2,2,0,0,266,"",2,2,0,0.0202777777777778
"577",577,0,28,14.0416666666667,"Friday","Saturday","Saturday",1,1,0,0,266,"",2,2,0,0.0233333333333333
"579",579,0,14,3,"Friday","Friday","Monday",1,2,0,0,266,"",3,3,0,0.0355555555555556
"580",580,0,7,3,"Friday","Friday","Monday",1,2,0,0,266,"",2,3,3,0.385555555555556
"581",581,0,19,4,"Friday","Wednesday","Sunday",1,2,0,0,266,"",2,3,4,0.372222222222222
"582",582,0,86,5,"Friday","Monday","Saturday",1,2,0,0,1,"gellert",1,1,1,0
"583",583,0,4,3,"Friday","Wednesday","Saturday",1,2,0,0,266,"",2,2,0,0.015
"584",584,0,6,2,"Friday","Friday","Sunday",1,1,0,0,266,"",1,1,0,0
"585",585,1,6,1,"Friday","Thursday","Friday",3,1,0,0,266,"",5,9,2,0.0655555555555555
"586",586,0,8,3,"Friday","Sunday","Wednesday",1,2,0,0,48,"",2,2,1,0.015
"587",587,0,89,3,"Saturday","Friday","Monday",1,2,1,30,162,"",8,9,5,29.3119444444444
"589",589,0,28,14.0416666666667,"Friday","Saturday","Saturday",1,1,0,0,266,"",1,1,0,0
"592",592,0,14,3,"Friday","Friday","Monday",4,2,0,0,1,"ramada plaza",2,2,1,0.0330555555555556
"594",594,0,19,5,"Friday","Thursday","Tuesday",1,1,0,0,266,"",2,2,1,2.68583333333333
"596",596,0,56,3,"Friday","Friday","Monday",1,2,0,0,266,"",6,7,6,0.705
"597",597,0,0,2,"Friday","Saturday","Monday",1,3,0,0,1,"sofitel",1,1,0,0
"598",598,0,14,3,"Friday","Friday","Monday",3,2,0,0,266,"",3,3,3,0.0602777777777778
"600",600,0,67,3,"Friday","Wednesday","Saturday",1,2,0,0,266,"",1,1,0,0
"601",601,0,34,3,"Friday","Friday","Monday",1,3,0,40,82,"",2,3,11,0.005
"602",602,0,82,4,"Friday","Wednesday","Sunday",1,2,0,0,266,"",2,2,0,0.0777777777777778
"603",603,0,47,1,"Friday","Thursday","Friday",1,2,0,0,266,"",2,3,0,68.3308333333333
"606",606,0,26,4.04166666666667,"Friday","Thursday","Monday",1,2,0,0,266,"",1,1,0,0
"607",607,0,62,3,"Friday","Friday","Monday",1,2,0,0,266,"",1,1,2,0
"608",608,0,4,2,"Monday","Friday","Sunday",1,2,0,0,266,"",2,4,0,68.2836111111111
"609",609,0,10,14,"Friday","Monday","Monday",1,2,0,0,266,"",2,2,0,0.0163888888888889
"610",610,0,6,2,"Friday","Friday","Sunday",1,2,0,0,266,"",3,4,2,0.0716666666666667
"611",611,0,27,2,"Friday","Thursday","Saturday",1,2,0,0,1,"museum central",1,1,1,0
"612",612,0,85,7,"Friday","Sunday","Sunday",1,2,0,0,266,"",1,1,0,0
"614",614,1,86,4,"Sunday","Tuesday","Saturday",2,2,0,0,266,"",4,7,7,41.5966666666667
"618",618,0,63,3,"Friday","Saturday","Tuesday",1,2,0,0,266,"",2,2,1,0.0327777777777778
"619",619,0,6,2,"Friday","Friday","Sunday",1,1,0,0,266,"",2,2,0,0.0563888888888889
"621",621,0,90,3,"Friday","Thursday","Sunday",1,2,0,0,266,"INTERCONTINANTE",3,3,0,0.0455555555555556
"622",622,1,5,4,"Friday","Wednesday","Sunday",1,2,0,40,1,"castle garden",1,1,3,0
"624",624,0,4,2,"Friday","Wednesday","Friday",1,2,0,0,266,"",1,1,0,0
"625",625,0,36,3,"Friday","Saturday","Tuesday",1,2,0,0,0,"",8,9,8,1.26361111111111
"627",627,1,49,1,"Friday","Friday","Saturday",1,1,0,0,266,"",6,6,3,54.2736111111111
"628",628,0,13,3,"Friday","Friday","Monday",1,6,0,0,266,"",2,2,0,0.0127777777777778
"629",629,0,85,7,"Friday","Saturday","Saturday",1,2,0,0,266,"",1,1,1,0
"632",632,0,92,5,"Friday","Saturday","Thursday",1,2,2,0,266,"",1,1,1,0
"636",636,0,31,4,"Friday","Monday","Friday",1,1,0,0,266,"",2,2,1,0.00916666666666667
"637",637,0,64,2,"Friday","Saturday","Monday",1,2,2,0,266,"",1,1,0,0
"638",638,0,55,4,"Friday","Friday","Tuesday",1,2,0,0,266,"",2,2,0,0.0197222222222222
"640",640,0,19,3,"Friday","Thursday","Sunday",1,1,0,0,151,"",6,9,3,66.8602777777778
"641",641,0,1,3,"Friday","Sunday","Wednesday",1,2,0,0,266,"",2,2,0,0.00527777777777778
"642",642,0,126,4,"Friday","Saturday","Wednesday",1,2,0,0,266,"",1,1,0,0
"643",643,0,4,3,"Sunday","Friday","Monday",1,2,0,30,3,"novotel",23,24,16,127.9525
"645",645,0,15,1,"Friday","Sunday","Monday",1,4,0,0,266,"",4,4,0,0.0563888888888889
"646",646,0,64,3,"Friday","Saturday","Tuesday",1,2,0,0,266,"",1,1,3,0
"648",648,0,11,5,"Friday","Tuesday","Sunday",1,2,0,40,82,"",3,3,1,0.177222222222222
"649",649,0,7,2,"Friday","Friday","Sunday",1,1,0,0,266,"",1,1,0,0
"651",651,0,81,5,"Friday","Tuesday","Sunday",1,2,0,40,82,"",4,4,1,0.2075
"653",653,0,3,1,"Friday","Monday","Tuesday",1,2,0,0,266,"",2,2,0,0.00611111111111111
"654",654,0,27,3.04166666666667,"Friday","Friday","Monday",1,2,0,0,266,"",2,4,1,0.0222222222222222
"655",655,0,2,3,"Friday","Monday","Thursday",1,1,0,0,151,"",3,3,3,2.69833333333333
"657",657,0,40,3,"Friday","Wednesday","Saturday",1,2,0,0,266,"",1,1,0,0
"660",660,0,89,3,"Friday","Thursday","Sunday",1,2,0,0,266,"",1,1,0,0
"661",661,0,34,4,"Friday","Friday","Tuesday",1,2,0,0,266,"",4,5,3,290.909444444444
"662",662,0,25,6.04166666666667,"Friday","Wednesday","Tuesday",1,2,0,0,266,"",1,1,0,0
"663",663,0,1,3,"Friday","Sunday","Wednesday",1,2,0,0,266,"",1,1,0,0
"664",664,0,5,5,"Friday","Wednesday","Monday",1,2,0,0,1,"ramada resort",1,1,0,0
"665",665,0,6,3,"Friday","Thursday","Sunday",1,1,0,0,266,"",8,8,2,1.23638888888889
"667",667,0,19,4,"Friday","Thursday","Monday",1,2,0,0,266,"",6,7,3,0.718888888888889
"668",668,0,24,5.04166666666667,"Saturday","Wednesday","Monday",1,2,0,0,266,"",3,3,1,23.7919444444444
"669",669,0,19,4,"Friday","Wednesday","Sunday",1,2,0,0,266,"",2,2,1,0.00694444444444444
"670",670,0,24,3,"Saturday","Tuesday","Friday",1,2,0,0,268,"",34,49,21,266.708055555556
"672",672,0,13,3,"Friday","Friday","Monday",1,1,0,0,266,"",1,1,0,0
"673",673,1,24,7.04166666666667,"Friday","Tuesday","Tuesday",1,2,0,0,1,"abatjour",1,1,3,0
"675",675,0,76,3,"Saturday","Friday","Monday",1,2,0,0,266,"intercontinenial",9,9,4,17.4005555555556
"676",676,0,45,2,"Friday","Monday","Wednesday",1,2,0,0,0,"marriot",3,3,1,0.0466666666666667
"677",677,0,77,3,"Friday","Friday","Monday",1,2,0,0,266,"",1,1,0,0
"679",679,0,13,3,"Saturday","Saturday","Tuesday",2,1,0,0,266,"",1,1,0,0
"680",680,0,53,3,"Saturday","Wednesday","Saturday",1,2,2,0,266,"dubius gellert",2,3,0,0.00472222222222222
"681",681,0,4,4,"Saturday","Wednesday","Sunday",1,1,0,0,266,"",2,2,2,0.00916666666666667
"685",685,0,4,3,"Saturday","Thursday","Sunday",1,1,0,0,266,"",1,1,0,0
"686",686,0,7,4,"Saturday","Saturday","Wednesday",1,1,0,0,266,"",1,1,0,0
"687",687,0,3,3,"Monday","Thursday","Sunday",1,2,0,0,48,"",10,10,4,48.7972222222222
"688",688,0,19,4,"Saturday","Thursday","Monday",1,2,0,0,266,"",2,2,0,0.0147222222222222
"690",690,0,6,7,"Saturday","Saturday","Saturday",1,1,0,40,82,"",1,1,1,0
"691",691,0,11,4,"Saturday","Thursday","Monday",1,1,0,0,2,"marriott",1,1,0,0
"697",697,0,88,2,"Saturday","Thursday","Saturday",1,2,0,0,266,"",5,6,4,0.953611111111111
"698",698,1,0,1,"Saturday","Sunday","Monday",1,2,0,0,266,"",2,2,2,0.00277777777777778
"699",699,0,31,4,"Saturday","Tuesday","Saturday",1,2,0,0,266,"",1,1,2,0
"701",701,0,38,3,"Saturday","Tuesday","Friday",1,2,0,50,15,"",2,2,1,0.005
"703",703,0,86,3,"Saturday","Tuesday","Friday",1,2,0,0,266,"",2,2,0,11.3827777777778
"704",704,0,6,2,"Saturday","Saturday","Monday",1,4,0,0,266,"",1,1,2,0
"705",705,0,25,5.04166666666667,"Saturday","Thursday","Tuesday",1,2,0,0,266,"",2,2,0,0.00972222222222222
"706",706,1,1,7,"Monday","Tuesday","Tuesday",1,1,0,0,266,"",4,5,4,48.6272222222222
"707",707,0,17,3,"Saturday","Tuesday","Friday",1,2,0,0,266,"",3,3,2,13.7080555555556
"708",708,0,65,10,"Saturday","Tuesday","Friday",1,1,0,0,266,"",4,4,2,166.170555555556
"709",709,0,6,3,"Saturday","Friday","Monday",1,2,0,0,266,"",2,2,0,0.0075
"710",710,0,1,1,"Saturday","Sunday","Monday",1,2,0,0,266,"NH Budapest",1,1,0,0
"711",711,1,0,2,"Saturday","Sunday","Tuesday",1,2,0,50,15,"",11,12,5,5.09166666666667
"713",713,0,1,1,"Saturday","Monday","Tuesday",1,1,0,0,266,"",2,3,3,1.01527777777778
"714",714,0,1,1,"Saturday","Monday","Tuesday",1,1,0,0,7,"mercure",1,1,2,0
"715",715,0,24,4,"Saturday","Wednesday","Sunday",1,2,0,0,266,"",1,1,0,0
"717",717,0,0,3,"Saturday","Sunday","Wednesday",1,2,0,0,266,"",3,3,2,0.0266666666666667
"718",718,0,14,1,"Saturday","Sunday","Monday",1,2,0,50,15,"",5,5,6,1.3175
"719",719,0,16,2,"Saturday","Monday","Wednesday",1,2,0,40,266,"mariott",11,12,1,6.11638888888889
"720",720,0,88,2,"Saturday","Thursday","Saturday",1,2,0,0,266,"",2,3,6,0.301944444444444
"721",721,0,6,1,"Saturday","Saturday","Sunday",2,1,2,0,266,"",1,1,0,0
"722",722,0,24,4,"Saturday","Wednesday","Sunday",1,2,0,40,82,"",1,1,2,0
"723",723,0,28,5.04166666666667,"Saturday","Saturday","Thursday",1,2,0,0,266,"",7,7,1,0.0766666666666667
"724",724,0,30,1,"Sunday","Tuesday","Wednesday",1,2,0,0,268,"",2,3,4,193.756666666667
"726",726,1,1,1,"Saturday","Monday","Tuesday",1,1,0,0,266,"",3,4,5,0.148611111111111
"729",729,0,49,4,"Saturday","Saturday","Wednesday",1,2,0,40,82,"",2,2,1,0.00583333333333333
"730",730,0,13,1,"Saturday","Saturday","Sunday",1,2,0,0,266,"",10,10,1,122.609166666667
"731",731,0,86,2,"Saturday","Tuesday","Thursday",1,2,0,0,266,"",3,3,1,0.0344444444444445
"732",732,1,21,6.04166666666667,"Tuesday","Wednesday","Tuesday",1,3,0,0,48,"",4,6,18,71.3663888888889
"734",734,0,5,2,"Saturday","Friday","Sunday",1,2,0,0,266,"",1,1,0,0
"735",735,0,4,3,"Saturday","Thursday","Sunday",1,2,0,0,266,"",3,9,4,0.135555555555556
"736",736,0,4,3,"Saturday","Thursday","Sunday",1,4,0,0,266,"",2,2,3,0.005
"737",737,0,18,21.0416666666667,"Saturday","Thursday","Thursday",1,1,0,0,266,"",1,1,0,0
"738",738,0,20,2,"Saturday","Saturday","Monday",1,2,0,0,266,"",2,2,3,0.00611111111111111
"740",740,0,2,1,"Tuesday","Friday","Saturday",1,2,0,0,266,"",20,21,0,69.7658333333333
"742",742,0,91,3,"Saturday","Saturday","Tuesday",1,2,0,0,266,"",1,1,1,0
"743",743,0,36,1,"Saturday","Monday","Tuesday",1,2,0,0,266,"",2,3,0,0.126111111111111
"745",745,0,19,2,"Saturday","Friday","Sunday",1,2,0,0,266,"",1,1,0,0
"746",746,0,17,15.0416666666667,"Saturday","Tuesday","Wednesday",1,2,0,0,266,"",1,1,0,0
"747",747,0,6,3,"Saturday","Friday","Monday",1,2,0,0,1,"museum central",1,1,1,0
"748",748,0,39,3,"Saturday","Thursday","Sunday",1,2,0,0,266,"",2,2,0,98.8402777777778
"749",749,0,21,2,"Saturday","Saturday","Monday",1,2,0,0,266,"",2,2,2,0.00861111111111111
"750",750,0,33,5,"Saturday","Friday","Wednesday",1,2,0,0,266,"",2,2,0,0.00527777777777778
"752",752,0,8,1,"Saturday","Sunday","Monday",1,2,0,0,266,"",4,4,4,0.503055555555556
"753",753,0,1,2,"Saturday","Monday","Wednesday",1,3,0,30,162,"",5,5,0,13.8533333333333
"754",754,0,21,1,"Saturday","Sunday","Monday",1,2,0,0,266,"",1,1,1,0
"755",755,0,2,1,"Saturday","Monday","Tuesday",1,2,0,0,266,"",6,6,1,0.0611111111111111
"756",756,0,14,3,"Saturday","Saturday","Tuesday",2,2,0,30,266,"four season",4,4,0,0.0394444444444444
"757",757,0,11,2,"Saturday","Thursday","Saturday",1,2,0,0,266,"",1,1,0,0
"759",759,0,15,2,"Saturday","Monday","Wednesday",1,1,0,0,266,"",1,1,0,0
"760",760,0,25,3,"Saturday","Wednesday","Saturday",1,1,0,0,2,"marriott",1,1,1,0
"761",761,0,75,5,"Saturday","Thursday","Tuesday",1,1,0,0,266,"",2,2,0,31.4011111111111
"763",763,0,65,1,"Saturday","Tuesday","Wednesday",1,2,0,40,12,"",6,7,4,0.838888888888889
"764",764,0,104,5,"Saturday","Friday","Wednesday",1,2,0,0,266,"",1,1,1,0
"766",766,0,99,7,"Saturday","Monday","Monday",1,2,0,0,266,"",8,8,2,228.722777777778
"767",767,0,12,1,"Monday","Saturday","Sunday",1,1,0,0,0,"",8,11,5,66.2433333333333
"768",768,0,13,1,"Saturday","Saturday","Sunday",1,2,2,0,2,"thermal",1,1,0,0
"769",769,0,7,1,"Saturday","Saturday","Sunday",1,4,0,0,266,"",1,1,0,0
"771",771,0,59,3,"Monday","Friday","Monday",1,2,0,0,266,"",4,5,0,48.675
"775",775,0,61,2,"Saturday","Friday","Sunday",1,2,0,0,266,"",2,2,1,0.0144444444444444
"777",777,0,7,1,"Saturday","Sunday","Monday",1,1,0,0,266,"",2,3,1,0.0344444444444445
"778",778,0,163,3,"Saturday","Tuesday","Friday",1,2,0,0,266,"",2,3,1,0.0366666666666667
"780",780,0,27,1,"Saturday","Friday","Saturday",1,1,0,0,266,"",5,5,1,0.1075
"783",783,0,36,4,"Saturday","Sunday","Thursday",1,1,0,0,38,"",5,6,0,0.0927777777777778
"788",788,0,12,2,"Saturday","Friday","Sunday",1,2,0,0,266,"",5,7,0,0.117777777777778
"790",790,0,180,4,"Saturday","Friday","Tuesday",1,2,2,0,266,"",3,3,1,0.0161111111111111
"791",791,0,50,4,"Saturday","Sunday","Thursday",1,3,0,0,266,"",3,3,2,0.0711111111111111
"793",793,0,7,2,"Saturday","Saturday","Monday",1,1,0,0,266,"",1,1,1,0
"794",794,1,41,2,"Saturday","Saturday","Monday",2,2,0,0,266,"",1,2,3,0
"795",795,0,152,3,"Saturday","Friday","Monday",2,2,0,0,266,"",2,3,0,0.0133333333333333
"796",796,0,74,3,"Saturday","Thursday","Sunday",1,2,0,50,15,"",2,2,1,0.00972222222222222
